file,emotion,text,speaker
Ses01F_impro02_M011,sad,Yeah.,Ses01M
Ses01F_impro02_M012,neu,Can't you use a computer?,Ses01M
Ses01F_impro02_M013,sad,I just don't know what I'd do without you.,Ses01M
Ses01F_impro02_M014,sad,I can't raise a child on my own. How can I?,Ses01M
Ses01F_impro02_M015,neu,I know.,Ses01M
Ses01F_impro03_F000,hap,"Uh, Vegas is awesome.",Ses01F
Ses01F_impro03_F001,hap,"Well, I'm married.",Ses01F
Ses01F_impro03_F002,hap,... partoftheoldtown.,Ses01F
Ses01F_impro03_F004,hap,"Well, yeah, it's very romantic.",Ses01F
Ses01F_impro03_F005,hap,It's on the slot machine.,Ses01F
Ses01F_impro03_F006,hap,"He won the grand prize, and he realized that the only thing that could make things better was for me to be his bride.",Ses01F
Ses01F_impro03_F008,hap,Because he's leaving the next day.,Ses01F
Ses01F_impro03_F009,hap,But we're going on a honeymoon.,Ses01F
Ses01F_impro03_F010,hap,"Oh, I didn't even think about that.",Ses01F
Ses01F_impro03_F012,hap,"Oh, totally.",Ses01F
Ses01F_impro03_F013,hap,I guess I-I guess I'll have a husband on the Internet.,Ses01F
Ses01F_impro03_F015,hap,He's calling me now.,Ses01F
Ses01F_impro03_F016,hap,"He likes to keep tabs, you know.",Ses01F
Ses01F_impro03_F017,neu,"Well, I think $750.",Ses01F
Ses01F_impro03_F018,neu,That's how he plays.,Ses01F
Ses01F_impro03_F019,neu,Yeah.,Ses01F
Ses01F_impro03_F021,hap,"Yeah, we're playing Lucky urinal. It's like a giant thing, like...",Ses01F
Ses01F_impro03_F022,neu,50 bucks. Mm-hmm.,Ses01F
Ses01F_impro03_F023,neu,Yeah.,Ses01F
Ses01F_impro03_F024,hap,"Now that we're married, we have the cat's baby.",Ses01F
Ses01F_impro03_F025,hap,We rename it Brenda.,Ses01F
Ses01F_impro03_F026,hap,"She needs a new name, every state, we go in. [ GIGGLES ]",Ses01F
Ses01F_impro03_M000,neu,What's wrong? Anything new?,Ses01M
Ses01F_impro03_M001,neu,"Yeah, I heard.",Ses01M
Ses01F_impro03_M003,hap,Who are you married to?,Ses01M
Ses01F_impro03_M006,neu,"He turned to you, like...",Ses01M
Ses01F_impro03_M007,hap,[ Chuckles ] It's really romantic.,Ses01M
Ses01F_impro03_M008,neu,Yeah.,Ses01M
Ses01F_impro03_M009,neu,"Does this mean that you will also acquire British citizenship, in England or something?",Ses01M
Ses01F_impro03_M011,neu,But he'll have a long visa. Can you visit for a long time?,Ses01M
Ses01F_impro03_M013,hap,Like you need another one of these. [ GIGGLES ],Ses01M
Ses01F_impro03_M014,hap,Is that your phone?,Ses01M
Ses01F_impro03_M015,hap,He loves you.,Ses01M
Ses01F_impro03_M016,neu,How many bets did he win?,Ses01M
Ses01F_impro03_M019,neu,"I'm a big fan of Destiny, but it's too expensive. I don't know.",Ses01M
Ses01F_impro03_M020,neu,"But urinals always get you because you end up spending like, you know, $50.",Ses01M
Ses01F_impro03_M021,neu,"Wait, but it's just change. You like it. Wait, I'm looking at you.",Ses01M
Ses01F_impro03_M022,hap,That's great.,Ses01M
Ses01F_impro03_M023,hap,[ GIGGLES ] Cat baby.,Ses01M
Ses01F_impro03_M024,neu,That's fair.,Ses01M
Ses01F_impro04_F000,neu,"What, Craig's list?",Ses01F
Ses01F_impro04_F001,neu,I don't know...,Ses01F
Ses01F_impro04_F005,neu,He's just...,Ses01F
Ses01F_impro04_F006,neu,I heard about the job. I applied for the job.,Ses01F
Ses01F_impro04_F009,neu,Yeah.,Ses01F
Ses01F_impro04_F013,neu,"I mean, I'm calling people and telling them what I'm good at.",Ses01F
Ses01F_impro04_F014,neu,Yeah.,Ses01F
Ses01F_impro04_F028,ang,I'm not depressed.,Ses01F
Ses01F_impro04_F029,ang,Who do you think you are?,Ses01F
Ses01F_impro04_F030,ang,You're so tall and powerful. I just...,Ses01F
Ses01F_impro04_F031,ang,I'm saving the environment. I'm riding this car because I want to.,Ses01F
Ses01F_impro04_F032,ang,"Bus, I take the bus because I want to.",Ses01F
Ses01F_impro04_F033,ang,No one's going to take this bus.,Ses01F
Ses01F_impro04_M000,neu,Have you tried Craig's list?,Ses01M
Ses01F_impro04_M001,neu,Yeah.,Ses01M
Ses01F_impro04_M002,neu,"No, there's normal work there.",Ses01M
Ses01F_impro04_M003,neu,Oh-ho-ho-ho.,Ses01M
Ses01F_impro04_M004,neu,I just said I had a friend who got a good job so I just recommended it.,Ses01M
Ses01F_impro04_M005,neu,He's like the manager of the theater.,Ses01M
Ses01F_impro04_M006,neu,"He's like a house manager. Yeah, it's a good job.",Ses01M
Ses01F_impro04_M007,neu,Yeah?,Ses01M
Ses01F_impro04_M008,neu,Yeah.,Ses01M
Ses01F_impro04_M009,neu,"You've been looking for a job for a long time. That was a long time ago, wasn't it?",Ses01M
Ses01F_impro04_M010,neu,Yeah.,Ses01M
Ses01F_impro04_M011,neu,I don't know. He's got a very good resume. I guess...,Ses01M
Ses01F_impro04_M012,neu,Do you have a resume?,Ses01M
Ses01F_impro04_M013,neu,It helps to find a job.,Ses01M
Ses01F_impro04_M014,neu,"Well, maybe we should sit down for a while and you can just tell me everything you've done and I'll write it out.",Ses01M
Ses01F_impro04_M015,neu,"No, you can, or you can bring it directly, but they usually need something, see, you know, what you do, what kind of...",Ses01M
Ses01F_impro04_M016,neu,"Yeah, but paper helps.",Ses01M
Ses01F_impro04_M017,neu,"No, but it has an outline, you know.",Ses01M
Ses01F_impro04_M018,neu,"Okay, um, um, maybe--",Ses01M
Ses01F_impro04_M019,neu,Yeah.,Ses01M
Ses01F_impro04_M020,neu,"Okay, yeah, I'll imagine.",Ses01M
Ses01F_impro04_M021,neu,"Sometimes you have to do something you don't necessarily like to have a job, but work makes you rich, and now you don't have to take a bus.",Ses01M
Ses01F_impro04_M022,neu,Maybe get a car.,Ses01M
Ses01F_impro04_M023,neu,"I just, you know, think you should try a little bit harder maybe.",Ses01M
Ses01F_impro04_M024,neu,I didn't say that.,Ses01M
Ses01F_impro04_M025,neu,"I was on the bus, but I chose.",Ses01M
Ses01F_impro04_M026,neu,"To save the environment, to co-locate.",Ses01M
Ses01F_impro04_M027,neu,"Yes, one less car at a time.",Ses01M
Ses01F_impro04_M028,neu,MM-MM. MM-MM.,Ses01M
Ses01F_impro04_M031,neu,I don't think I'm anybody.,Ses01M
Ses01F_impro04_M032,neu,I-I didn't-- okay.,Ses01M
Ses01F_impro05_F008,ang,Flight 74.,Ses01F
Ses01F_impro05_F009,ang,When will I get my bag?,Ses01F
Ses01F_impro05_F011,ang,Is this a joke?,Ses01F
Ses01F_impro05_F012,ang,Do you have a direct shot? Is that the movie?,Ses01F
Ses01F_impro05_F014,ang,You're kidding. It's a joke.,Ses01F
Ses01F_impro05_F015,ang,"Do you know... $50? That should replace everything I have? Do you know how much I put in there? It's not just emotional, it can't be replaced. It's very expensive.",Ses01F
Ses01F_impro05_F016,ang,We flew here from Paris. I've been shopping for three weeks.,Ses01F
Ses01F_impro05_F017,ang,Someone... someone needs to change everything I have and give me money to make up for my inconvenience.,Ses01F
Ses01F_impro05_F018,ang,Do you know who my husband is?,Ses01F
Ses01F_impro05_F019,ang,"If you were... if you were... if you were looking for litigation, baby, you'd have found it.",Ses01F
Ses01F_impro05_F020,ang,"Oh, oh, this is a gift. Are you helping me?",Ses01F
Ses01F_impro05_F021,ang,You're wandering around because of the bruises. You're in a lot of trouble.,Ses01F
Ses01F_impro05_F022,ang,Who's in charge?,Ses01F
Ses01F_impro05_F023,ang,Because I might know him.,Ses01F
Ses01F_impro05_F024,ang,Yeah.,Ses01F
Ses01F_impro05_F025,ang,I don't want money. I want my clothes.,Ses01F
Ses01F_impro05_F026,ang,What was your name again?,Ses01F
Ses01F_impro05_F028,ang,"Okay, I'll do it.",Ses01F
Ses01F_impro05_F029,ang,I don't think you've done everything you can do because I haven't got my bag here.,Ses01F
Ses01F_impro05_F030,ang,I'll make a personal call.,Ses01F
Ses01F_impro05_M000,neu,Thank you for waiting.,Ses01M
Ses01F_impro05_M001,hap,Can I help you?,Ses01M
Ses01F_impro05_M002,hap,Oh-ho-ho-ho.,Ses01M
Ses01F_impro05_M003,neu,"Okay, okay.",Ses01M
Ses01F_impro05_M004,neu,"Okay, okay.",Ses01M
Ses01F_impro05_M005,neu,I'm sorry you had to do this. What's your last name?,Ses01M
Ses01F_impro05_M006,neu,"Okay, okay.",Ses01M
Ses01F_impro05_M007,neu,"All right, all right, then you lost your bag?",Ses01M
Ses01F_impro05_M008,neu,- Yeah.,Ses01M
Ses01F_impro05_M009,neu,"Yeah, yeah, I didn't see-- I didn't see anything--",Ses01M
Ses01F_impro05_M010,neu,"I don't see any records. Usually when I don't see records, it means...",Ses01M
Ses01F_impro05_M011,neu,"We were wrong about your luggage, and we're very sorry for the blue jet, and I apologize for any inconvenience.",Ses01M
Ses01F_impro05_M012,neu,"♪ So inconvenienced and your bag, but ♪",Ses01M
Ses01F_impro05_M013,neu,Yeah.,Ses01M
Ses01F_impro05_M014,neu,"No, no.",Ses01M
Ses01F_impro05_M015,neu,"No, no, it's true.",Ses01M
Ses01F_impro05_M016,neu,"No, I'm just giving you the money, the bag is gone.",Ses01M
Ses01F_impro05_M017,neu,"It's our only record, and if it's not listed here, then it's probably nowhere to go.",Ses01M
Ses01F_impro05_M019,neu,Yes.,Ses01M
Ses01F_impro05_M020,neu,I know.,Ses01M
Ses01F_impro05_M022,neu,"All right, calm down--",Ses01M
Ses01F_impro05_M023,neu,"In fact, we don't necessarily have a duty to give you... even this $50, so... actually...",Ses01M
Ses01F_impro05_M024,neu,"We don't even have to... you know, like we don't have to give you this $50.",Ses01M
Ses01F_impro05_M025,neu,It's a gift.,Ses01M
Ses01F_impro05_M026,neu,"You know, the airline can't be responsible for every bag that passes through here.",Ses01M
Ses01F_impro05_M027,neu,And the amount--,Ses01M
Ses01F_impro05_M028,neu,"Well, actually, I don't know.",Ses01M
Ses01F_impro05_M029,neu,"Then you can call him. He can give you more money, but now I can only...",Ses01M
Ses01F_impro05_M030,neu,All I can do now is give you $50. I'm really sorry.,Ses01M
Ses01F_impro05_M031,neu,"Oh, my name is Sean. Hi.",Ses01M
Ses01F_impro05_M034,neu,"If you want, you can write a letter. I can give you an address, yes, angry...",Ses01M
Ses01F_impro05_M035,neu,"Or you could make a call, but I think a letter might be more... in my opinion, more...",Ses01M
Ses01F_impro06_F002,sad,Nothing.,Ses01F
Ses01F_impro06_F003,neu,That's sweet.,Ses01F
Ses01F_impro06_F004,neu,Thank you.,Ses01F
Ses01F_impro06_F005,sad,I went to see her gravestone a week or two ago.,Ses01F
Ses01F_impro06_F006,sad,"I used to go to the cemetery before she died, and I just thought they were an oasis in the city.",Ses01F
Ses01F_impro06_F007,sad,"It takes forever to find her gravestone; I always lose it, you know.",Ses01F
Ses01F_impro06_F008,sad,"So I looked at another candy, and there was a candy in it, and I thought, I'd take the candy and put it on her gravestone, and then...",Ses01F
Ses01F_impro06_F009,neu,"This woman came, you know, that's her, that's her people there.",Ses01F
Ses01F_impro06_F010,sad,"Yeah, she's like, it's sad, and I hope you like it.",Ses01F
Ses01F_impro06_F011,sad,"I, you know, I mean, I'm sorry, I brought it back to her type, and I like to put it on the ground, and she's like, no, it's fine.",Ses01F
Ses01F_impro06_F012,sad,"It's just, like, I feel bad because I shouldn't do it.",Ses01F
Ses01F_impro06_F013,sad,"I don't know, I don't know, I don't know, I don't know.",Ses01F
Ses01F_impro06_F014,sad,At the cemetery?,Ses01F
Ses01F_impro06_F015,sad,A few hours.,Ses01F
Ses01F_impro06_F016,neu,"I brought Chuck. He went to Redfield. Yeah, we went through the sprayer that day.",Ses01F
Ses01F_impro06_F018,neu,"Redfield is an ancient city, so they have a lot of rocks.",Ses01F
Ses01F_impro06_F019,neu,Yeah.,Ses01F
Ses01F_impro06_F020,sad,"I mean, it's like... we grew up together and she died when we were 21.",Ses01F
Ses01F_impro06_F021,sad,"She has one, we have one, we build this like a little-- there's a park, a park for futures.",Ses01F
Ses01F_impro06_F022,sad,She used to have these poetry parties on her anniversary.,Ses01F
Ses01F_impro06_F023,sad,"Uh, yeah.",Ses01F
Ses01F_impro06_F024,sad,"For the last time before she died, I remember she really couldn't stand it.",Ses01F
Ses01F_impro06_F025,sad,"I mean, she can, but it is, so it's kind of like sitting on her feet holding her feet, and she has these poems in her memory, and I remember her looking up, and she had curly and red hair, and she had a palm tree behind her, and it's like a crown growing out of her head, and it's cool.",Ses01F
Ses01F_impro06_F026,sad,"She's carrying this, John Dane. Call it. Death is not proud of it.",Ses01F
Ses01F_impro06_F027,neu,There's another one. I don't remember.,Ses01F
Ses01F_impro06_F028,sad,"She had brain surgery and didn't have much hope of starting, but I gave her the blood of surgery, her mother and I before, so we threw her in the waiting room, and then we gave her blood, and then she came back, and she sat in the wheelchair, and she couldn't do anything, and she read her poems like she was in the waiting room. She needed just a fucking audience, you know?",Ses01F
Ses01F_impro06_M000,sad,"I'm sorry, Joy.",Ses01M
Ses01F_impro06_M001,neu,Is there anything I can do to help you?,Ses01M
Ses01F_impro06_M002,neu,Did you buy anything?,Ses01M
Ses01F_impro06_M003,sad,"You know, welcome you to stay in my house if you want to just check out for a few days and hang out.",Ses01M
Ses01F_impro06_M004,neu,Yeah.,Ses01M
Ses01F_impro06_M005,neu,"Oh, is she there?",Ses01M
Ses01F_impro06_M006,neu,MM-MM. MM-MM.,Ses01M
Ses01F_impro06_M007,sad,Yeah.,Ses01M
Ses01F_impro06_M008,neu,How long have you been there?,Ses01M
Ses01F_impro06_M009,neu,MM-MM. MM-MM.,Ses01M
Ses01F_impro06_M010,neu,"Oh, really?",Ses01M
Ses01F_impro06_M011,neu,You ran through a graveyard sprayer?,Ses01M
Ses01F_impro06_M012,neu,Is it a big cemetery?,Ses01M
Ses01F_impro06_M013,neu,"Oh, so they're like really old, really old ones?",Ses01M
Ses01F_impro06_M014,neu,MM-MM. MM-MM.,Ses01M
Ses01F_impro06_M015,neu,MM-MM. MM-MM.,Ses01M
Ses01F_impro06_M016,neu,So she wrote a lot of poems?,Ses01M
Ses01F_impro07_F000,hap,"Yeah, there's a big envelope that says you in, I know.",Ses01F
Ses01F_impro07_F002,hap,"I'm really excited, yeah, I don't know how to pay, but... I'm also-- yeah, loan, yeah, yeah, I applied for a lot of grants and scholarships, so I'm still waiting for the news.",Ses01F
Ses01F_impro07_F003,hap,"Oh, I know, I know, I know, I know.",Ses01F
Ses01F_impro07_F004,hap,I don't know. I spent so much time on a ride. I'd rather...,Ses01F
Ses01F_impro07_F005,hap,We should have a party.,Ses01F
Ses01F_impro07_F009,hap,"Yeah, I'm not sure.",Ses01F
Ses01F_impro07_F010,hap,"Um... afternoon, h.d. [ GIGGLES ]",Ses01F
Ses01F_impro07_F012,hap,"That's why I'm starting to shape the minds of young people. Ma'am, that's my mom.",Ses01F
Ses01F_impro07_F013,hap,"- Oh, yeah, yeah, yeah, yeah.",Ses01F
Ses01F_impro07_F016,hap,"I know, I've been making a mess of things. I've done the last three things. I've ruined everything. I think so.",Ses01F
Ses01F_impro07_M000,hap,Did you get the letter?,Ses01M
Ses01F_impro07_M001,hap,"Yeah, that's so awesome.",Ses01M
Ses01F_impro07_M002,hap,What are you gonna do?,Ses01M
Ses01F_impro07_M003,hap,"Oh, yeah, I bet you're really excited. Oh, that's the purpose of the loan, right?",Ses01M
Ses01F_impro07_M004,hap,"Oh, good, good, good.",Ses01M
Ses01F_impro07_M005,hap,I'm glad you're staying.,Ses01M
Ses01F_impro07_M006,hap,"The rapper party, huh, yeah.",Ses01M
Ses01F_impro07_M007,hap,I'm glad you're here. I'm glad you're here.,Ses01M
Ses01F_impro07_M008,hap,"Yeah, big time.",Ses01M
Ses01F_impro07_M009,hap,"Uh, uh, uh, uh, yeah, so what major?",Ses01M
Ses01F_impro07_M012,neu,Is this a master or a p.h.d. or can you...,Ses01M
Ses01F_impro07_M013,neu,"Good. Don't you like classes, too?",Ses01M
Ses01F_impro07_M014,hap,"Mrs. Nash, I have a question.",Ses01M
Ses01F_impro07_M015,hap,"You're married to Chuck, and you're Mrs. Nash.",Ses01M
Ses01F_impro07_M017,hap,School fun.,Ses01M
Ses01F_impro07_M018,neu,"Of course, yes, that's real money, students.",Ses01M
Ses01F_impro07_M019,hap,That's how you get the big money.,Ses01M
Ses01F_script01_1_F005,neu,He's dreaming about him again. He's walking around.,Ses01F
Ses01F_script01_1_F015,neu,"Well, I have an idea, but what's your story?",Ses01F
Ses01F_script01_1_F034,neu,Think about it a little more.,Ses01F
Ses01F_script01_1_F035,ang,What the hell is this?,Ses01F
Ses01F_script01_1_F037,ang,You have a business here. What the hell is this?,Ses01F
Ses01F_script01_1_F038,ang,"Oh, must you be inspired?",Ses01F
Ses01F_script01_1_F041,ang,"Okay, but you don't want to think that because why are we working, Chris?",Ses01F
Ses01F_script01_1_F042,ang,Just don't think so.,Ses01F
Ses01F_script01_1_M000,neu,He saw it.,Ses01M
Ses01F_script01_1_M001,neu,When it breaks he's here.,Ses01M
Ses01F_script01_1_M002,neu,"At 4:00 in the morning, I heard a crack, I woke up and looked, and when it broke, he stood there.",Ses01M
Ses01F_script01_1_M003,neu,"I don't know, I don't know, I don't know, I don't know.",Ses01M
Ses01F_script01_1_M004,neu,I guess that's what he is.,Ses01M
Ses01F_script01_1_M007,neu,You know Larry's not coming back. I know why we allowed him to continue to think we believed him?,Ses01M
Ses01F_script01_1_M010,neu,We have to talk to him.,Ses01M
Ses01F_script01_1_M012,neu,"Sit down, Mom. I want to talk to you.",Ses01M
Ses01F_script01_1_M014,neu,"You know, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand.",Ses01M
Ses01F_script01_1_M015,neu,I'm going to ask her to marry me.,Ses01M
Ses01F_script01_1_M016,neu,You know this isn't just about me.,Ses01M
Ses01F_script01_1_M017,neu,"All right, then. Shall I continue?",Ses01M
Ses01F_script01_1_M019,ang,Do you know that sometimes you upset me?,Ses01M
Ses01F_script01_1_M023,neu,I'd like to settle this first.,Ses01M
Ses01F_script01_1_M024,neu,"From her letter, I think she's forgotten about him.",Ses01M
Ses01F_script01_1_M025,neu,"And then we hit it with Dad. Mom, don't hide from me.",Ses01M
Ses01F_script01_1_M034,neu,I'll get married. I'll move somewhere else. Maybe New York.,Ses01M
Ses01F_script01_1_M039,neu,"On this matter, I will.",Ses01M
Ses01F_script01_1_M040,neu,And help me stay here.,Ses01M
Ses01F_script01_2_F003,ang,He won't marry her.,Ses01F
Ses01F_script01_2_F004,ang,It got this.,Ses01F
Ses01F_script01_2_F005,ang,"What's going on, Joe?",Ses01F
Ses01F_script01_2_F006,ang,She's not his daughter. She knows she's not.,Ses01F
Ses01F_script01_2_F007,ang,"So why is she single? There are many men in New York, why is she still single? A hundred people told her she was stupid, but she waited a long time.",Ses01F
Ses01F_script01_2_F008,ang,"Because she knows what I know, and that's why, in my darkest hour, she's loyal as a rock, and I think she's waiting, and I know I'm right.",Ses01F
Ses01F_script01_2_F009,ang,"Joe, you know strangers can, but they're not his father, they're not his brother.",Ses01F
Ses01F_script01_2_F010,ang,Don't think I haven't noticed you since Chris invited her.,Ses01F
Ses01F_script01_2_F011,ang,I won't support any bullshit.,Ses01F
Ses01F_script01_2_F012,ang,"Because if he doesn't come back, I'll kill myself. Oh, laugh, laugh, you like it, but why did this happen the night he came back? She slept in his room, his monument broke. Look, Joe, look.",Ses01F
Ses01F_script01_2_F013,ang,"Trust me, Joe, last week, there was a man who went missing longer than Larry.",Ses01F
Ses01F_script01_2_M001,neu,Maybe... maybe he just wants to see her.,Ses01M
Ses01F_script01_2_M004,neu,How do you know he's thinking about it?,Ses01M
Ses01F_script01_2_M008,neu,How do you know why she waited?,Ses01M
Ses01F_script01_2_M017,ang,What do I have to hide?,Ses01M
Ses01F_script01_3_F000,neu,You're the only one who still loves his parents.,Ses01F
Ses01F_script01_3_F001,neu,It's not that bad. It's a good thing.,Ses01F
Ses01F_script01_3_F002,neu,"[Breathing] You know, it's lovely here and the air is sweet.",Ses01F
Ses01F_script01_3_F003,neu,"I'm not sorry, but I can't stay.",Ses01F
Ses01F_script01_3_F004,neu,"First of all, your mother asked me to go.",Ses01F
Ses01F_script01_3_F005,neu,"And then, you... you've been a little...",Ses01F
Ses01F_script01_3_F006,neu,I've been embarrassed since I got here.,Ses01F
Ses01F_script01_3_F007,neu,I know they will.,Ses01F
Ses01F_script01_3_F008,neu,"Of course, from your mother's point of view, what else can I do?",Ses01F
Ses01F_script01_3_F009,neu,I think that's why I'm here.,Ses01F
Ses01F_script01_3_F010,hap,[Breathing],Ses01F
Ses01F_script01_3_F011,hap,[ GIGGLES ],Ses01F
Ses01F_script01_3_F012,hap,[ GIGGLES ],Ses01F
Ses01F_script01_3_F013,hap,"No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.",Ses01F
Ses01F_script01_3_F014,neu,"Chris, I've been ready for a long, long, long time.",Ses01F
Ses01F_script01_3_F015,neu,I almost got married two years ago.,Ses01F
Ses01F_script01_3_F016,neu,You started writing to me.,Ses01F
Ses01F_script01_3_F017,hap,Every day since then.,Ses01F
Ses01F_script01_3_F019,hap,Jumping around the bushes.,Ses01F
Ses01F_script01_3_F020,hap,"I'm just sitting here wondering if I'm crazy to wait so long, wondering if you're thinking about me.",Ses01F
Ses01F_script01_3_F021,hap,Not like you.,Ses01F
Ses01F_script01_3_F022,neu,"Like Larry's brother. Like you, Chris.",Ses01F
Ses01F_script01_3_F028,neu,"Yes, of course.",Ses01F
Ses01F_script01_3_F029,neu,How many?,Ses01F
Ses01F_script01_3_F030,sad,"Oh, my God.",Ses01F
Ses01F_script01_3_F031,neu,MM-MM. MM-MM.,Ses01F
Ses01F_script01_3_F035,hap,What would I do with a lot of money?,Ses01F
Ses01F_script01_3_M000,neu,"I know. It's a little out of date, isn't it?",Ses01M
Ses01F_script01_3_M001,neu,You're not sorry you're here.,Ses01M
Ses01F_script01_3_M003,neu,Well... well... well...,Ses01M
Ses01F_script01_3_M004,neu,What?,Ses01M
Ses01F_script01_3_M005,neu,"I wanted to sneak up on you for about a week, and they thought we were all ready, and that's right.",Ses01M
Ses01F_script01_3_M008,hap,"I love you, Annie. I love you.",Ses01M
Ses01F_script01_3_M009,hap,I really don't have the imagination. I just know how to say it.,Ses01M
Ses01F_script01_3_M010,hap,Am I embarrassing you?,Ses01M
Ses01F_script01_3_M015,hap,Why didn't you tell me?,Ses01M
Ses01F_script01_3_M016,hap,Give me a...,Ses01M
Ses01F_script01_3_M017,hap,Give me a kiss.,Ses01M
Ses01F_script01_3_M019,hap,"Oh, Annie, we're gonna live now. I'm gonna make you happy.",Ses01M
Ses01F_script01_3_M020,hap,I kissed you.,Ses01M
Ses01F_script01_3_M021,sad,Let's open a place. Let's go.,Ses01M
Ses01F_script01_3_M022,sad,"No, it's not like that. It's...",Ses01M
Ses01F_script01_3_M023,sad,"I think so, but it's still coming from me.",Ses01M
Ses01F_script01_3_M024,sad,I don't even know how to start.,Ses01M
Ses01F_script01_3_M025,sad,Do you know that I command a company overseas?,Ses01M
Ses01F_script01_3_M026,sad,"Well, I lost them.",Ses01M
Ses01F_script01_3_M027,sad,Almost all of it.,Ses01M
Ses01F_script01_3_M028,sad,"You can't just throw that thing away because they're not just men, you know?",Ses01M
Ses01F_script01_3_M029,sad,"For example, once it rained for a few days, and a kid just came to me, and he gave me his last pair of dry socks, and he put them in my pocket.",Ses01M
Ses01F_script01_3_M030,sad,"They didn't die, they killed themselves for each other, I mean, that's it, just a little bit more selfish, they'll all be here today.",Ses01M
Ses01F_script01_3_M032,sad,"Bring it back to Earth, you know, like some kind of monument, and I think I'll just change them.",Ses01M
Ses01F_script01_3_M033,sad,"And then I came home, and it was amazing, you know? The whole thing was just a random bus accident. You know, I went back to the rat race, and I went to work.",Ses01M
Ses01F_script01_3_M036,sad,I don't want anything of it. I guess that includes you.,Ses01M
Ses01F_script01_3_M037,neu,I just want you to know Annie.,Ses01M
Ses01F_script02_1_F000,neu,Fine.,Ses01F
Ses01F_script02_1_F004,neu,That's not your flashlight.,Ses01F
Ses01F_script02_1_F006,ang,You keep saying that my flashlight is just like yours.,Ses01F
Ses01F_script02_1_F007,ang,How does that make me feel?,Ses01F
Ses01F_script02_1_F008,neu,Yeah.,Ses01F
Ses01F_script02_1_F009,hap,[ GIGGLES ],Ses01F
Ses01F_script02_1_F010,sad,I'm cold.,Ses01F
Ses01F_script02_1_F015,neu,Especially not.,Ses01F
Ses01F_script02_1_F024,neu,It's the wind.,Ses01F
Ses01F_script02_1_F025,neu,About what?,Ses01F
Ses01F_script02_1_M002,hap,"Okay, yeah, it's--",Ses01M
Ses01F_script02_1_M007,neu,"The flashlight, the silver one, only one, isn't it?",Ses01M
Ses01F_script02_1_M008,neu,Whose is it?,Ses01M
Ses01F_script02_1_M009,neu,"Oh... um... yes, of course.",Ses01M
Ses01F_script02_1_M010,neu,Nothing.,Ses01M
Ses01F_script02_1_M011,neu,"Of course, our flashlight. Yours is mine. My flashlight is my flashlight.",Ses01M
Ses01F_script02_1_M013,neu,Do they always run on the full moon?,Ses01M
Ses01F_script02_1_M014,neu,You want my jacket?,Ses01M
